ts,open,high,low,close,volume
2026-03-04 10:00:00+00:00,1.16082,1.16467,1.16082,1.16356,8823.0
2026-03-04 10:30:00+00:00,1.16355,1.16398,1.16251,1.16337,6001.0
2026-03-04 11:00:00+00:00,1.16332,1.16543,1.16321,1.16438,5526.0
2026-03-04 11:30:00+00:00,1.16437,1.1645,1.16304,1.16347,5101.0
2026-03-04 12:00:00+00:00,1.16346,1.16482,1.16314,1.16315,5407.0
2026-03-04 12:30:00+00:00,1.16314,1.1638,1.16253,1.16298,5234.0
2026-03-04 13:00:00+00:00,1.16297,1.16516,1.16297,1.16404,6713.0
2026-03-04 13:30:00+00:00,1.16411,1.16453,1.16301,1.16306,5902.0
2026-03-04 14:00:00+00:00,1.16293,1.16407,1.16264,1.16341,5734.0
2026-03-04 14:30:00+00:00,1.16342,1.16379,1.16201,1.16214,9188.0
2026-03-04 15:00:00+00:00,1.16188,1.16393,1.16161,1.16381,8246.0
2026-03-04 15:30:00+00:00,1.16384,1.164,1.16308,1.16397,6357.0
2026-03-04 16:00:00+00:00,1.16398,1.16456,1.16282,1.16316,5615.0
2026-03-04 16:30:00+00:00,1.16331,1.16413,1.16295,1.16366,4515.0
2026-03-04 17:00:00+00:00,1.16367,1.16432,1.16276,1.16283,4231.0
2026-03-04 17:30:00+00:00,1.16285,1.16345,1.16258,1.16325,3392.0
2026-03-04 18:00:00+00:00,1.16326,1.1633,1.16232,1.1625,3436.0
2026-03-04 18:30:00+00:00,1.16249,1.16284,1.16229,1.16239,2937.0
2026-03-04 19:00:00+00:00,1.1624,1.16333,1.1624,1.16333,2838.0
2026-03-04 19:30:00+00:00,1.16332,1.16406,1.16297,1.16392,3129.0
2026-03-04 20:00:00+00:00,1.16393,1.16408,1.16377,1.16403,2455.0
2026-03-04 20:30:00+00:00,1.16401,1.16432,1.16391,1.16401,2336.0
2026-03-04 21:00:00+00:00,1.16394,1.16412,1.16366,1.16398,1433.0
2026-03-04 21:30:00+00:00,1.16397,1.16397,1.16334,1.16334,1654.0
2026-03-04 22:00:00+00:00,1.16289,1.16322,1.16236,1.16321,150.0
2026-03-04 22:30:00+00:00,1.16322,1.16332,1.1632,1.16331,234.0
2026-03-04 23:00:00+00:00,1.16318,1.1639,1.16305,1.1636,862.0
2026-03-04 23:30:00+00:00,1.16361,1.16364,1.16334,1.16344,1083.0
2026-03-05 00:00:00+00:00,1.16343,1.16437,1.16317,1.16424,2216.0
2026-03-05 00:30:00+00:00,1.16421,1.16448,1.16392,1.16446,2653.0
2026-03-05 01:00:00+00:00,1.16443,1.16464,1.16368,1.16463,4254.0
2026-03-05 01:30:00+00:00,1.16464,1.16468,1.16266,1.16276,5192.0
2026-03-05 02:00:00+00:00,1.16274,1.16313,1.16219,1.16262,3482.0
2026-03-05 02:30:00+00:00,1.16259,1.16302,1.1622,1.16252,3470.0
2026-03-05 03:00:00+00:00,1.16254,1.16271,1.16118,1.16136,3408.0
2026-03-05 03:30:00+00:00,1.16138,1.16154,1.16093,1.16127,3372.0
2026-03-05 04:00:00+00:00,1.16125,1.16141,1.16067,1.16068,2858.0
2026-03-05 04:30:00+00:00,1.16067,1.16096,1.1605,1.1608,2794.0
2026-03-05 05:00:00+00:00,1.16078,1.16134,1.16063,1.16108,3097.0
2026-03-05 05:30:00+00:00,1.16112,1.16115,1.15936,1.1594,4112.0
2026-03-05 06:00:00+00:00,1.15941,1.15953,1.15872,1.15941,5163.0
2026-03-05 06:30:00+00:00,1.15942,1.16157,1.15922,1.16063,5737.0
2026-03-05 07:00:00+00:00,1.16065,1.16114,1.15986,1.16079,5439.0
2026-03-05 07:30:00+00:00,1.16078,1.16156,1.16008,1.16042,5066.0
2026-03-05 08:00:00+00:00,1.16044,1.16044,1.15819,1.15826,7362.0
2026-03-05 08:30:00+00:00,1.15827,1.15999,1.1581,1.15982,5239.0
2026-03-05 09:00:00+00:00,1.15978,1.16439,1.15961,1.16265,10590.0
2026-03-05 09:30:00+00:00,1.16266,1.16266,1.1614,1.16221,7649.0
2026-03-05 10:00:00+00:00,1.16223,1.16312,1.16182,1.16202,5285.0
