setup_name,candidates,accepted,symbols,candidate_per_symbol_day,accepted_per_symbol_day,avg_r,median_r,profit_factor,gross_return_pct,max_dd_pct,daily_max_dd_pct,return_to_dd,win_rate,stop_rate,expiry_rate
late_us_short_bull_flush_ce,136,78,14,0.16438770114074186,0.09428118153660195,0.39449522062426157,0.38350564962223466,2.361240755228479,0.061541254417384804,0.008728686051966049,0.007769419385299382,7.050460292763451,0.5769230769230769,0.21794871794871795,0.5
ny_long_neutral_reversal_ce,411,199,14,0.5049786264622316,0.24450303325056955,0.20724549032112796,-0.0593568945538817,1.7828037858691572,0.08248370514780895,0.016290455656040342,0.016290455656040342,5.063314795447407,0.45226130653266333,0.16080402010050251,0.5477386934673367
london_long_middle_local_next_open,98,47,14,0.1367799715041726,0.06559855776220522,0.3079959521399359,0.21872000000000363,2.205936339808305,0.028951619501153974,0.013033290716947896,0.010427071461492179,2.2213591432827173,0.6170212765957447,0.1702127659574468,0.5106382978723404
london_long_middle_local_retest,98,47,14,0.1367799715041726,0.06559855776220522,0.2718845059441931,0.27178497670084145,2.0291917956889147,0.02555714355875415,0.012282942879643977,0.00967672362418826,2.080701979092402,0.5957446808510638,0.1702127659574468,0.5106382978723404
late_us_short_bearish_trend_ce,74,46,13,0.10545378974556899,0.06555235578778612,0.03765134991231558,0.05844736842104663,1.128894659671382,0.0034639241919330326,0.02052491008918925,0.020524910089189247,0.16876683877692253,0.5434782608695652,0.1956521739130435,0.7608695652173914
