ts,open,high,low,close,volume
2026-02-25 16:25:00+00:00,5205.2,5206.13,5201.21,5203.19,1965.0
2026-02-25 16:30:00+00:00,5203.01,5206.65,5199.16,5206.46,2038.0
2026-02-25 16:35:00+00:00,5206.44,5207.1,5202.33,5203.43,1960.0
2026-02-25 16:40:00+00:00,5203.48,5207.49,5203.41,5207.44,1766.0
2026-02-25 16:45:00+00:00,5207.42,5213.7,5206.65,5208.19,2388.0
2026-02-25 16:50:00+00:00,5208.32,5212.71,5207.55,5211.86,1869.0
2026-02-25 16:55:00+00:00,5211.89,5212.79,5210.12,5212.24,1797.0
2026-02-25 17:00:00+00:00,5212.51,5212.62,5208.14,5210.0,1978.0
2026-02-25 17:05:00+00:00,5210.08,5215.1,5207.91,5214.58,2031.0
2026-02-25 17:10:00+00:00,5214.56,5217.58,5214.13,5215.01,1989.0
2026-02-25 17:15:00+00:00,5215.09,5215.17,5211.96,5214.66,1844.0
2026-02-25 17:20:00+00:00,5214.67,5215.66,5211.6,5213.36,1911.0
2026-02-25 17:25:00+00:00,5213.45,5216.03,5212.25,5213.12,1716.0
2026-02-25 17:30:00+00:00,5213.23,5214.51,5211.14,5211.83,1729.0
2026-02-25 17:35:00+00:00,5211.89,5213.49,5210.1,5213.19,1536.0
2026-02-25 17:40:00+00:00,5213.24,5213.9,5208.31,5208.55,1624.0
2026-02-25 17:45:00+00:00,5208.97,5209.15,5204.6,5206.86,1836.0
2026-02-25 17:50:00+00:00,5207.03,5210.65,5204.94,5206.33,1819.0
2026-02-25 17:55:00+00:00,5207.0,5208.07,5203.68,5206.84,1952.0
2026-02-25 18:00:00+00:00,5206.92,5207.61,5206.86,5207.53,1018.0
2026-02-25 18:05:00+00:00,5207.55,5207.64,5207.25,5207.37,797.0
2026-02-25 18:10:00+00:00,5207.34,5207.49,5207.08,5207.13,929.0
2026-02-25 18:15:00+00:00,5207.16,5207.68,5206.93,5207.17,934.0
2026-02-25 18:20:00+00:00,5207.18,5207.63,5206.74,5206.94,1013.0
2026-02-25 18:25:00+00:00,5207.0,5207.39,5206.72,5207.09,912.0
2026-02-25 18:30:00+00:00,5207.11,5207.82,5207.0,5207.15,899.0
2026-02-25 18:35:00+00:00,5207.13,5207.13,5206.16,5206.67,814.0
2026-02-25 18:40:00+00:00,5206.61,5206.86,5205.37,5205.55,759.0
2026-02-25 18:45:00+00:00,5205.56,5205.71,5200.63,5201.16,905.0
2026-02-25 18:50:00+00:00,5201.15,5204.35,5201.13,5202.87,1155.0
2026-02-25 18:55:00+00:00,5202.85,5203.46,5201.12,5202.06,1043.0
2026-02-25 19:00:00+00:00,5202.07,5202.68,5200.96,5201.13,959.0
2026-02-25 19:05:00+00:00,5201.19,5201.41,5194.47,5194.7,1672.0
2026-02-25 19:10:00+00:00,5194.64,5207.91,5191.72,5207.09,1880.0
2026-02-25 19:15:00+00:00,5207.25,5207.25,5200.71,5200.84,1498.0
2026-02-25 19:20:00+00:00,5200.75,5200.97,5194.34,5197.13,1761.0
2026-02-25 19:25:00+00:00,5197.12,5202.65,5193.93,5202.65,1679.0
2026-02-25 19:30:00+00:00,5202.43,5204.33,5199.76,5202.61,1636.0
2026-02-25 19:35:00+00:00,5202.6,5207.03,5200.99,5201.18,1820.0
2026-02-25 19:40:00+00:00,5201.3,5205.43,5200.96,5204.45,1808.0
2026-02-25 19:45:00+00:00,5204.59,5207.81,5200.49,5205.16,2403.0
