ts,exit_ts,symbol,exchange,tf,predictor,session,direction,entry_price,sl,tp1,risk_price,outcome_2r,hit_2r,planned_rr,duration_min,return_pct,mfe_r,mae_r,exit_reason,review_bucket,setup,trend_strength,consolidation_state,shock_alignment,compression_state,base_net_r,stress_net_r,notes_hint
2026-05-04 07:00:00+00:00,2026-05-04 10:00:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,long,2371.17,2353.0,2407.51,18.170000000000073,-1.2609983489268015,False,2.0,180.0,-0.2521996697853603,0.08640616400658793,-2.8084755090809024,stop,accepted_trade,context_change,strong_trend,directional,no_shock,expanded,-1.0782995046780404,-1.2609983489268015,Full accepted trade. setup=context_change; session=london; context=strong_trend/directional/no_shock; stressR=-1.26.
2026-05-04 16:30:00+00:00,2026-05-05 16:30:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,2358.26,2334.42,2405.9400000000005,23.840000000000146,-0.19784060402684447,False,2.0,1440.0,-0.039568120805368895,1.7038590604026695,-0.6145134228187921,expiry,accepted_trade,context_change,transition,transition,no_shock,normal,-0.059352181208053335,-0.19784060402684447,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=-0.20.
2026-05-06 08:30:00+00:00,2026-05-06 09:30:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,long,2381.43,2368.06,2408.1699999999996,13.36999999999989,1.6437651458489126,True,2.0,60.0,0.32875302916978255,2.7277486910995177,-0.20643231114433702,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.8931295437546738,1.6437651458489126,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=1.64.
2026-05-12 08:00:00+00:00,2026-05-13 08:00:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,2283.76,2312.93,2225.420000000001,29.169999999999618,-0.1565827905382263,False,2.0,1440.0,-0.03131655810764526,0.9808021940349846,-0.8570449091532508,expiry,accepted_trade,context_change,trend,directional,no_shock,normal,-0.04697483716146787,-0.1565827905382263,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=-0.16.
2026-05-13 13:30:00+00:00,2026-05-14 13:30:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,2269.36,2304.3,2199.48,34.940000000000055,-0.12990040068689163,False,2.0,1440.0,-0.025980080137378327,1.0406410990269053,-0.14768174012592578,expiry,accepted_trade,context_change,trend,directional,no_shock,expanded,-0.03897012020606748,-0.12990040068689163,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-0.13.
2026-05-15 05:00:00+00:00,2026-05-15 05:30:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,2265.11,2278.68,2237.9700000000007,13.569999999999709,1.666159174649956,True,2.0,30.0,0.3332318349299912,2.126750184229974,-0.06927044952100772,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.8998477523949868,1.666159174649956,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=1.67.
2026-05-15 08:00:00+00:00,2026-05-15 13:30:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,2259.26,2270.64,2236.500000000001,11.379999999999654,1.6029420035149264,True,2.0,330.0,0.3205884007029853,3.220562390158278,-0.38137082601052924,target,accepted_trade,context_change,strong_trend,directional,no_shock,expanded,1.880882601054478,1.6029420035149264,Full accepted trade. setup=context_change; session=london; context=strong_trend/directional/no_shock; stressR=1.60.
2026-05-19 14:00:00+00:00,2026-05-19 16:45:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,2109.43,2121.47,2085.35,12.039999999999964,-1.3504036544850508,False,2.0,165.0,-0.2700807308970102,1.3513289036544875,-1.0265780730897147,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.1051210963455151,-1.3504036544850508,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-1.35.
2026-05-27 16:30:00+00:00,2026-05-27 21:30:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,2064.69,2079.6,2034.8700000000003,14.909999999999854,1.7230462776659934,True,2.0,300.0,0.3446092555331987,2.796109993293123,-0.3843058350100653,target,accepted_trade,context_change,transition,transition,no_shock,normal,1.916913883299798,1.7230462776659934,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=1.72.
2026-05-28 13:30:00+00:00,2026-05-28 14:15:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,1975.3,1994.26,1937.3799999999999,18.960000000000036,-1.2083649789029531,False,2.0,45.0,-0.24167299578059065,0.4825949367088526,-1.419303797468356,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0625094936708859,-1.2083649789029531,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-1.21.
2026-06-02 06:15:00+00:00,2026-06-02 14:15:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1984.05,2005.92,1940.3099999999997,21.87000000000012,1.818559670781894,True,2.0,480.0,0.3637119341563788,2.7457704618198275,-0.2560585276634708,target,accepted_trade,context_change,transition,transition,no_shock,normal,1.9455679012345681,1.818559670781894,Full accepted trade. setup=context_change; session=asia; context=transition/transition/no_shock; stressR=1.82.
2026-06-04 05:00:00+00:00,2026-06-04 10:45:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1791.79,1817.3,1740.77,25.50999999999999,1.8595225401803215,True,2.0,345.0,0.3719045080360643,2.466091728733825,-0.37828302626421384,target,accepted_trade,context_change,strong_trend,directional,no_shock,expanded,1.9578567620540963,1.8595225401803215,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=1.86.
2026-06-05 00:45:00+00:00,2026-06-05 03:00:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1758.53,1776.22,1723.1499999999999,17.690000000000055,1.8011837196156026,True,2.0,135.0,0.3602367439231205,2.1068400226116375,-0.2866026003391702,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.9403551158846808,1.8011837196156026,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=1.80.
2026-06-15 12:00:00+00:00,2026-06-16 12:00:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,1764.77,1716.05,1862.21,48.72000000000003,-0.07244540229885053,False,2.0,1440.0,-0.014489080459770107,1.724343185550081,-0.1520935960591149,expiry,accepted_trade,context_change,trend,directional,no_shock,expanded,-0.021733620689655158,-0.07244540229885053,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-0.07.
2026-06-24 10:45:00+00:00,2026-06-24 11:45:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,1662.9,1674.55,1639.6000000000004,11.649999999999864,-1.2854763948497887,False,2.0,60.0,-0.25709527896995776,0.7184549356223362,-2.4978540772532405,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0856429184549365,-1.2854763948497887,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=-1.29.
2026-06-26 02:00:00+00:00,2026-06-26 07:15:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1521.48,1579.0,1406.44,57.51999999999998,-1.05290264255911,False,2.0,315.0,-0.210580528511822,0.18445757997218587,-1.0413769123783052,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.015870792767733,-1.05290264255911,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=-1.05.
2026-07-03 01:00:00+00:00,2026-07-03 13:30:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,1713.48,1693.68,1753.08,19.799999999999955,1.8269212121212117,True,2.0,750.0,0.36538424242424233,2.0141414141414127,-0.9181818181818235,target,accepted_trade,context_change,weak_or_range,range,no_shock,normal,1.9480763636363636,1.8269212121212117,Full accepted trade. setup=context_change; session=asia; context=weak_or_range/range/no_shock; stressR=1.83.
2026-07-05 15:15:00+00:00,2026-07-05 22:15:00+00:00,ETHUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,1773.79,1760.52,1800.33,13.269999999999982,1.7326616428033152,True,2.0,420.0,0.34653232856066307,2.2622456669178614,-0.4333082140165793,target,accepted_trade,context_change,trend,directional,no_shock,expanded,1.9197984928409946,1.7326616428033152,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=1.73.
