ts,symbol,exchange,tf,predictor,session,direction,entry_price,sl,tp1,risk_price,outcome_1.5r,hit_1.5r,mfe_r,mae_r,exit_reason,review_bucket,entry_model,target_model,management_model,bars_to_entry,confirmation_model,shock_state,failure_layer,path_tag,pre_structure_tape,notes_hint
2026-05-21 08:15:00+00:00,ETHUSDT,binance,15,crypto_shock_forensics,london,long,2145.31,2123.33,2189.27,21.980000000000018,-1.0776822565969062,False,0.10009099181074936,-1.9017288444039897,stop,no_followthrough_loser,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,direction_or_entry,no_followthrough,orderly_bullish,"Forensic loser: did the short have enough direction/entry confirmation, or was this a bad short into no follow-through?"
2026-06-15 11:00:00+00:00,ETHUSDT,binance,15,crypto_shock_forensics,london,long,1736.78,1711.27,1787.8,25.50999999999999,1.9587506076048609,True,4.390435123480989,-0.14268914151312717,target,clean_winner,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,clean_target_path,orderly_bullish,Clean winner: identify what was present here that losers lacked.
2026-07-02 09:45:00+00:00,ETHUSDT,binance,15,crypto_shock_forensics,london,long,1642.44,1613.99,1699.3400000000001,28.450000000000045,1.964961546572935,True,2.9019332161687106,-0.1725834797891063,target,clean_winner,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,clean_target_path,orderly_bullish,Clean winner: identify what was present here that losers lacked.
2026-05-21 08:00:00+00:00,LINKUSDT,binance,15,crypto_shock_forensics,london,long,9.689,9.62,9.827000000000002,0.06900000000000084,-0.11233623188405661,False,1.0144927536231803,-2.565217391304311,breakeven,gaveback_after_progress,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,management_or_target,gave_back_after_1r,orderly_bullish,"Forensic giveback: price progressed, then failed. Judge target distance and whether management should exit earlier."
2026-05-22 07:45:00+00:00,LINKUSDT,binance,15,crypto_shock_forensics,london,long,9.845,9.707,10.121,0.1379999999999999,0.7541971014492765,False,1.3478260869565224,-0.6376811594202973,expiry,expiry_after_progress,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,expiry_after_progress,orderly_bullish,Forensic expiry after progress: judge whether target is too far or time exit should be active.
2026-07-02 08:30:00+00:00,LINKUSDT,binance,15,crypto_shock_forensics,london,long,7.472,7.391,7.634000000000001,0.0810000000000004,1.9442518518518521,True,5.802469135802437,-0.06172839506173774,target,clean_winner,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,clean_target_path,orderly_bullish,Clean winner: identify what was present here that losers lacked.
2026-06-09 11:15:00+00:00,NEARUSDT,binance,15,crypto_shock_forensics,london,long,2.159,2.085,2.3069999999999995,0.07399999999999984,-1.0229405405405405,False,0.4189189189189217,-1.716216216216217,stop,weak_symbol_loser,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,direction_or_entry,no_followthrough,orderly_bullish,Weak-symbol loser: judge whether symbol should be filtered or setup quality was still valid.
2026-06-14 10:00:00+00:00,NEARUSDT,binance,15,crypto_shock_forensics,london,long,2.119,2.084,2.1890000000000005,0.03500000000000014,-1.0480342857142855,False,0.3428571428571291,-1.6571428571428581,stop,weak_symbol_loser,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,direction_or_entry,no_followthrough,orderly_bullish,Weak-symbol loser: judge whether symbol should be filtered or setup quality was still valid.
2026-06-21 09:00:00+00:00,NEARUSDT,binance,15,crypto_shock_forensics,london,long,2.256,2.165,2.4379999999999993,0.09099999999999975,-1.0194329670329672,False,0.2527472527472549,-1.0769230769230784,stop,weak_symbol_loser,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,direction_or_entry,no_followthrough,orderly_bullish,Weak-symbol loser: judge whether symbol should be filtered or setup quality was still valid.
2026-07-03 10:15:00+00:00,NEARUSDT,binance,15,crypto_shock_forensics,london,long,1.98,1.933,2.074,0.04699999999999993,1.974323404255319,True,2.8723404255319243,-0.08510638297872361,target,clean_winner,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,clean_target_path,orderly_bullish,Clean winner: identify what was present here that losers lacked.
2026-05-22 12:15:00+00:00,SOLUSDT,binance,15,crypto_shock_forensics,london,long,87.58,86.45,89.83999999999999,1.1299999999999955,-1.061603539823009,False,0.21238938053096978,-1.2123893805309824,stop,no_followthrough_loser,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,direction_or_entry,no_followthrough,orderly_bullish,"Forensic loser: did the short have enough direction/entry confirmation, or was this a bad short into no follow-through?"
2026-05-24 11:30:00+00:00,SOLUSDT,binance,15,crypto_shock_forensics,london,long,86.59,85.53,88.71000000000001,1.0600000000000023,-1.0649509433962263,False,0.10377358490565962,-2.0849056603773617,stop,no_followthrough_loser,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,direction_or_entry,no_followthrough,orderly_bullish,"Forensic loser: did the short have enough direction/entry confirmation, or was this a bad short into no follow-through?"
2026-05-21 07:45:00+00:00,SOLUSDT,binance,15,crypto_shock_forensics,london,long,86.55,86.14,87.36999999999999,0.4099999999999966,-0.1688780487804892,False,1.4878048780487916,-3.146341463414641,breakeven,gaveback_after_progress,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,management_or_target,gave_back_after_1r,orderly_bullish,"Forensic giveback: price progressed, then failed. Judge target distance and whether management should exit earlier."
2026-05-24 08:45:00+00:00,SOLUSDT,binance,15,crypto_shock_forensics,london,long,86.32,85.53,87.89999999999998,0.789999999999992,-0.08741265822784897,False,1.1518987341772404,-2.4556962025316675,breakeven,gaveback_after_progress,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,management_or_target,gave_back_after_1r,orderly_bullish,"Forensic giveback: price progressed, then failed. Judge target distance and whether management should exit earlier."
2026-06-12 09:45:00+00:00,SOLUSDT,binance,15,crypto_shock_forensics,london,long,67.26,65.88,70.02000000000002,1.3800000000000097,0.27247826086955795,False,1.1014492753623082,-0.6739130434782611,expiry,expiry_after_progress,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,expiry_after_progress,orderly_bullish,Forensic expiry after progress: judge whether target is too far or time exit should be active.
2026-05-21 08:00:00+00:00,SUIUSDT,binance,15,crypto_shock_forensics,london,long,1.1123,1.0976,1.1417000000000004,0.014700000000000157,-0.060533333333332696,False,1.3945578231292342,-2.4013605442176686,breakeven,gaveback_after_progress,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,management_or_target,gave_back_after_1r,bearish_reversal_pressure,"Forensic giveback: price progressed, then failed. Judge target distance and whether management should exit earlier."
2026-06-13 07:45:00+00:00,SUIUSDT,binance,15,crypto_shock_forensics,london,long,0.7614,0.7471,0.7899999999999999,0.01429999999999998,0.4467188811188822,False,1.06993006993007,-0.09090909090908879,expiry,expiry_after_progress,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,expiry_after_progress,orderly_bullish,Forensic expiry after progress: judge whether target is too far or time exit should be active.
2026-06-15 11:15:00+00:00,SUIUSDT,binance,15,crypto_shock_forensics,london,long,0.805,0.7883,0.8384000000000001,0.016700000000000048,0.44627305389221406,False,1.4011976047904138,-0.023952095808387176,expiry,expiry_after_progress,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,expiry_after_progress,orderly_bullish,Forensic expiry after progress: judge whether target is too far or time exit should be active.
2026-07-10 10:00:00+00:00,SUIUSDT,binance,15,crypto_shock_forensics,london,long,0.7299,0.7214,0.7468999999999999,0.008499999999999952,1.9480776470588232,True,2.3529411764706034,-0.1411764705882336,target,clean_winner,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,clean_target_path,orderly_bullish,Clean winner: identify what was present here that losers lacked.
2026-05-24 09:30:00+00:00,XRPUSDT,binance,15,crypto_shock_forensics,london,long,1.3648,1.3542,1.386,0.010599999999999943,-1.1026037735849061,False,0.5377358490566103,-2.556603773584931,stop,no_followthrough_loser,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,entry_or_stop,no_followthrough,orderly_bullish,"Forensic loser: did the short have enough direction/entry confirmation, or was this a bad short into no follow-through?"
2026-06-13 07:45:00+00:00,XRPUSDT,binance,15,crypto_shock_forensics,london,long,1.141,1.1291,1.1648,0.011900000000000022,0.8052941176470535,False,1.2100840336134404,-0.10084033613446115,expiry,expiry_after_progress,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,expiry_after_progress,orderly_bullish,Forensic expiry after progress: judge whether target is too far or time exit should be active.
2026-07-02 09:45:00+00:00,XRPUSDT,binance,15,crypto_shock_forensics,london,long,1.0786,1.0551,1.1256000000000002,0.023500000000000076,0.6353531914893611,False,1.4212765957446802,-0.276595744680848,expiry,expiry_after_progress,structure_confirmed_next_open,fixed_2r,be_after_half_target,1,latest_bull_regime,,working,expiry_after_progress,mixed_or_chop,Forensic expiry after progress: judge whether target is too far or time exit should be active.
