ts,exit_ts,symbol,exchange,tf,predictor,session,direction,entry_price,sl,tp1,risk_price,outcome_2r,hit_2r,planned_rr,duration_min,return_pct,mfe_r,mae_r,exit_reason,review_bucket,setup,trend_strength,consolidation_state,shock_alignment,compression_state,base_net_r,stress_net_r,notes_hint
2026-02-06 04:30:00+00:00,2026-02-06 05:45:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,77.38,80.22,71.69999999999999,2.8400000000000034,-1.0544929577464788,False,2.0,75.0,-0.21089859154929577,0.0,-1.4859154929577443,stop,accepted_trade,context_change,trend,directional,no_shock,expanded,-1.0163478873239435,-1.0544929577464788,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=-1.05.
2026-02-09 04:30:00+00:00,2026-02-09 08:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,87.01,87.91,85.21000000000002,0.8999999999999915,1.8066444444444425,True,2.0,225.0,0.3613288888888885,2.444444444444471,-0.38888888888888623,target,accepted_trade,context_change,transition,transition,no_shock,normal,1.9419933333333328,1.8066444444444425,Full accepted trade. setup=context_change; session=asia; context=transition/transition/no_shock; stressR=1.81.
2026-02-10 10:00:00+00:00,2026-02-10 12:45:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,84.51,84.94,83.65000000000002,0.4299999999999926,1.6069302325581327,True,2.0,165.0,0.32138604651162656,2.1627906976744717,-0.0,target,accepted_trade,context_change,strong_trend,directional,no_shock,expanded,1.8820790697674399,1.6069302325581327,Full accepted trade. setup=context_change; session=london; context=strong_trend/directional/no_shock; stressR=1.61.
2026-02-19 12:30:00+00:00,2026-02-19 13:30:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,81.19,81.82,79.93,0.6299999999999955,1.7422539682539664,True,2.0,60.0,0.3484507936507933,2.0158730158730243,-0.0,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.92267619047619,1.7422539682539664,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=1.74.
2026-02-28 06:00:00+00:00,2026-02-28 06:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,81.2,81.82,79.96000000000002,0.6199999999999903,1.738064516129028,True,2.0,15.0,0.3476129032258056,3.2580645161290764,-0.0,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.9214193548387084,1.738064516129028,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=1.74.
2026-03-25 00:00:00+00:00,2026-03-25 11:30:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,91.22,90.17,93.32,1.0499999999999972,1.8262476190476187,True,2.0,690.0,0.36524952380952375,2.066666666666674,-0.3333333333333288,target,accepted_trade,context_change,strong_trend,directional,no_shock,expanded,1.9478742857142857,1.8262476190476187,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=1.83.
2026-03-29 06:15:00+00:00,2026-03-29 15:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,82.34,82.82,81.38000000000002,0.47999999999998977,1.6569166666666593,True,2.0,540.0,0.33138333333333186,2.354166666666737,-0.9375000000000259,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.8970749999999978,1.6569166666666593,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=1.66.
2026-04-02 12:30:00+00:00,2026-04-02 14:30:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,78.2,79.32,75.96000000000002,1.1199999999999903,-1.1396428571428583,False,2.0,120.0,-0.22792857142857167,1.401785714285733,-1.3125000000000102,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0418928571428574,-1.1396428571428583,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-1.14.
2026-04-11 16:30:00+00:00,2026-04-12 01:30:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,85.16,83.78,87.91999999999999,1.3799999999999955,-1.123420289855073,False,2.0,540.0,-0.22468405797101457,0.7753623188405876,-1.9130434782608763,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0370260869565218,-1.123420289855073,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-1.12.
2026-04-14 13:30:00+00:00,2026-04-14 15:00:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,87.02,85.93,89.19999999999997,1.0899999999999892,-1.1596697247706438,False,2.0,90.0,-0.23193394495412875,0.5688073394495511,-1.69724770642203,stop,accepted_trade,context_change,transition,transition,no_shock,normal,-1.047900917431193,-1.1596697247706438,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=-1.16.
2026-04-22 00:00:00+00:00,2026-04-22 09:00:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,86.12,84.95,88.46000000000001,1.1700000000000017,1.852786324786325,True,2.0,540.0,0.370557264957265,2.358974358974348,-0.11111111111111921,target,accepted_trade,context_change,weak_or_range,volatile_range,no_shock,expanded,1.9558358974358976,1.852786324786325,Full accepted trade. setup=context_change; session=asia; context=weak_or_range/volatile_range/no_shock; stressR=1.85.
