ts,exit_ts,symbol,exchange,tf,predictor,session,direction,entry_price,sl,tp1,risk_price,outcome_2r,hit_2r,planned_rr,duration_min,return_pct,mfe_r,mae_r,exit_reason,review_bucket,setup,trend_strength,consolidation_state,shock_alignment,compression_state,base_net_r,stress_net_r,notes_hint
2026-04-27 01:30:00+00:00,2026-04-27 05:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,87.57,86.5,89.70999999999998,1.0699999999999932,-1.1636822429906553,False,2.0,225.0,-0.23273644859813106,0.4766355140186994,-1.5887850467289715,stop,accepted_trade,context_change,transition,transition,no_shock,normal,-1.0491046728971967,-1.1636822429906553,Full accepted trade. setup=context_change; session=asia; context=transition/transition/no_shock; stressR=-1.16.
2026-04-28 09:30:00+00:00,2026-04-28 23:45:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,83.68,84.15,82.74000000000001,0.46999999999999886,-1.3560851063829795,False,2.0,855.0,-0.2712170212765959,1.6382978723404513,-1.0,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.1068255319148939,-1.3560851063829795,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=-1.36.
2026-05-06 05:00:00+00:00,2026-05-06 07:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,86.84,86.34,87.84,0.5,1.6526399999999999,True,2.0,135.0,0.330528,2.0600000000000023,-0.14000000000001478,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.895792,1.6526399999999999,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=1.65.
2026-05-08 14:00:00+00:00,2026-05-08 17:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,88.78,88.23,89.88,0.5499999999999972,1.6771636363636346,True,2.0,195.0,0.33543272727272694,2.8,-0.7636363636363707,target,accepted_trade,context_change,transition,transition,no_shock,normal,1.9031490909090905,1.6771636363636346,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=1.68.
2026-05-09 01:30:00+00:00,2026-05-10 01:30:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,93.15,92.16,95.13000000000002,0.9900000000000091,-0.18818181818181648,False,2.0,1440.0,-0.037636363636363294,1.0202020202020017,-0.8383838383838433,expiry,accepted_trade,context_change,transition,transition,no_shock,normal,-0.05645454545454493,-0.18818181818181648,Full accepted trade. setup=context_change; session=asia; context=transition/transition/no_shock; stressR=-0.19.
2026-05-10 08:00:00+00:00,2026-05-10 09:00:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,long,93.69,93.2,94.66999999999999,0.4899999999999949,1.61759183673469,True,2.0,60.0,0.323518367346938,2.2244897959183976,-0.12244897959184266,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.885277551020407,1.61759183673469,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=1.62.
2026-05-17 13:45:00+00:00,2026-05-17 23:30:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,86.35,86.95,85.14999999999998,0.6000000000000085,1.7121666666666708,True,2.0,585.0,0.34243333333333414,5.066666666666581,-0.9499999999999988,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.9136500000000012,1.7121666666666708,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=1.71.
2026-05-26 07:00:00+00:00,2026-05-26 10:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,84.21,84.79,83.04999999999997,0.5800000000000125,-1.2903793103448213,False,2.0,195.0,-0.25807586206896427,0.2931034482758342,-2.293103448275834,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0871137931034465,-1.2903793103448213,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=-1.29.
2026-05-28 03:00:00+00:00,2026-05-28 04:00:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,81.9,82.71,80.28000000000003,0.8099999999999881,1.7977777777777748,True,2.0,60.0,0.35955555555555496,2.4567901234568374,-0.07407407407406043,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.9393333333333325,1.7977777777777748,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=1.80.
2026-05-29 12:15:00+00:00,2026-05-29 15:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,81.64,82.46,80.00000000000001,0.8199999999999932,-1.199121951219514,False,2.0,180.0,-0.2398243902439028,1.6341463414634323,-1.2682926829268475,stop,accepted_trade,context_change,transition,transition,no_shock,expanded,-1.0597365853658542,-1.199121951219514,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=-1.20.
2026-06-01 08:00:00+00:00,2026-06-01 16:00:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,80.71,81.52,79.08999999999999,0.8100000000000023,1.8007160493827166,True,2.0,480.0,0.3601432098765433,2.0370370370370208,-0.6543209876543206,target,accepted_trade,context_change,strong_trend,directional,no_shock,expanded,1.940214814814815,1.8007160493827166,Full accepted trade. setup=context_change; session=london; context=strong_trend/directional/no_shock; stressR=1.80.
2026-06-03 01:30:00+00:00,2026-06-04 00:30:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,74.14,76.03,70.36,1.8900000000000006,1.9215449735449737,True,2.0,1380.0,0.3843089947089947,2.05291005291005,-0.8095238095238099,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.976463492063492,1.9215449735449737,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=1.92.
2026-06-04 04:45:00+00:00,2026-06-05 04:00:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,70.85,71.74,66.59,0.8900000000000006,4.627303370786503,True,4.786516853932571,1395.0,0.9254606741573006,4.988764044943815,-0.3707865168539464,target,accepted_trade,context_change,strong_trend,directional,no_shock,expanded,4.7387528089887505,4.627303370786503,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=4.63.
2026-06-05 04:30:00+00:00,2026-06-05 06:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,67.18,68.78,63.98000000000002,1.5999999999999943,1.9160249999999996,True,2.0,105.0,0.3832049999999999,2.1500000000000106,-0.5437499999999958,target,accepted_trade,context_change,transition,transition,no_shock,normal,1.9748074999999998,1.9160249999999996,Full accepted trade. setup=context_change; session=asia; context=transition/transition/no_shock; stressR=1.92.
2026-06-06 06:45:00+00:00,2026-06-06 08:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,62.17,63.31,59.89,1.1400000000000006,-1.1090701754385965,False,2.0,90.0,-0.22181403508771932,0.13157894736841974,-1.1052631578947345,stop,accepted_trade,context_change,strong_trend,directional,no_shock,normal,-1.0327210526315789,-1.1090701754385965,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=-1.11.
2026-06-10 08:00:00+00:00,2026-06-10 13:30:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,64.06,64.74,62.70000000000002,0.6799999999999926,-1.1884117647058845,False,2.0,330.0,-0.2376823529411769,1.691176470588262,-1.9558823529411953,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0565235294117654,-1.1884117647058845,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=-1.19.
2026-06-16 07:30:00+00:00,2026-06-16 14:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,long,74.29,73.15,76.57000000000001,1.1400000000000006,-1.1303333333333332,False,2.0,405.0,-0.22606666666666664,1.175438596491218,-1.3684210526315803,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0391,-1.1303333333333332,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=-1.13.
2026-06-24 15:30:00+00:00,2026-06-25 06:15:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,67.72,69.4,64.35999999999999,1.6800000000000068,-1.0806190476190474,False,2.0,885.0,-0.2161238095238095,1.8214285714285654,-1.1428571428571392,stop,accepted_trade,context_change,transition,transition,no_shock,normal,-1.0241857142857143,-1.0806190476190474,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=-1.08.
2026-06-29 16:30:00+00:00,2026-06-29 17:00:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,73.73,73.17,74.85000000000001,0.5600000000000023,1.7366785714285724,True,2.0,30.0,0.34733571428571447,3.0892857142856833,-0.0,target,accepted_trade,context_change,weak_or_range,range,no_shock,normal,1.9210035714285718,1.7366785714285724,Full accepted trade. setup=context_change; session=ny; context=weak_or_range/range/no_shock; stressR=1.74.
2026-07-02 01:00:00+00:00,2026-07-02 09:30:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,77.58,76.85,79.04,0.730000000000004,1.7874520547945216,True,2.0,510.0,0.3574904109589043,3.013698630136974,-0.10958904109588748,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.9362356164383565,1.7874520547945216,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=1.79.
2026-07-04 04:00:00+00:00,2026-07-04 09:00:00+00:00,SOLUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,82.9,82.12,84.46000000000001,0.7800000000000011,-1.2125641025641023,False,2.0,300.0,-0.24251282051282047,1.3589743589743417,-1.3974358974358998,stop,accepted_trade,context_change,weak_or_range,range,no_shock,normal,-1.0637692307692306,-1.2125641025641023,Full accepted trade. setup=context_change; session=asia; context=weak_or_range/range/no_shock; stressR=-1.21.
