ts,exit_ts,symbol,exchange,tf,predictor,session,direction,entry_price,sl,tp1,risk_price,outcome_2r,hit_2r,planned_rr,duration_min,return_pct,mfe_r,mae_r,exit_reason,review_bucket,setup,trend_strength,consolidation_state,shock_alignment,compression_state,base_net_r,stress_net_r,notes_hint
2026-04-16 16:00:00+00:00,2026-04-17 13:00:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,0.09772,0.09608,0.101,0.0016400000000000026,1.880829268292683,True,2.0,1260.0,0.3761658536585366,2.2378048780487725,-0.8475609756097562,target,accepted_trade,context_change,transition,transition,no_shock,normal,1.964248780487805,1.880829268292683,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=1.88.
2026-04-17 15:45:00+00:00,2026-04-18 03:45:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,0.10053,0.09838,0.10482999999999999,0.002149999999999999,-1.0935162790697674,False,2.0,720.0,-0.21870325581395347,0.7581395348837242,-1.1302325581395296,stop,accepted_trade,context_change,strong_trend,directional,no_shock,normal,-1.0280548837209302,-1.0935162790697674,Full accepted trade. setup=context_change; session=ny; context=strong_trend/directional/no_shock; stressR=-1.09.
2026-04-22 14:45:00+00:00,2026-04-22 16:30:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,0.09796,0.09732,0.09924000000000001,0.0006400000000000017,-1.3061249999999993,False,2.0,105.0,-0.2612249999999999,0.437499999999981,-1.1406250000000102,stop,accepted_trade,context_change,weak_or_range,range,no_shock,normal,-1.0918374999999998,-1.3061249999999993,Full accepted trade. setup=context_change; session=ny; context=weak_or_range/range/no_shock; stressR=-1.31.
2026-04-30 13:30:00+00:00,2026-04-30 14:15:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,0.10737,0.10636,0.10938999999999999,0.001009999999999997,-1.2126138613861392,False,2.0,45.0,-0.24252277227722785,0.019801980198025922,-1.5544554455445472,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0637841584158418,-1.2126138613861392,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-1.21.
2026-05-01 13:00:00+00:00,2026-05-01 16:15:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,0.11019,0.10857,0.11342999999999999,0.0016199999999999964,-1.1360370370370374,False,2.0,195.0,-0.22720740740740747,0.19135802469136134,-1.3271604938271628,stop,accepted_trade,context_change,transition,transition,no_shock,normal,-1.0408111111111111,-1.1360370370370374,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=-1.14.
2026-05-05 12:30:00+00:00,2026-05-05 17:15:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,0.11204,0.11124,0.11363999999999999,0.0007999999999999952,1.7198999999999982,True,2.0,285.0,0.3439799999999996,2.712500000000023,-0.762500000000004,target,accepted_trade,context_change,weak_or_range,range,no_shock,normal,1.9159699999999995,1.7198999999999982,Full accepted trade. setup=context_change; session=ny; context=weak_or_range/range/no_shock; stressR=1.72.
2026-05-06 05:00:00+00:00,2026-05-06 07:15:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,0.1153,0.11442,0.11706000000000001,0.0008800000000000058,1.737954545454547,True,2.0,135.0,0.3475909090909094,2.193181818181805,-0.8749999999999862,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.9213863636363642,1.737954545454547,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=1.74.
2026-05-13 04:00:00+00:00,2026-05-13 04:30:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,0.11141,0.1108,0.11263,0.0006099999999999994,1.6347213114754096,True,2.0,30.0,0.3269442622950819,2.3114754098360817,-0.2622950819672027,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.8904163934426228,1.6347213114754096,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=1.63.
2026-05-14 00:00:00+00:00,2026-05-14 03:45:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,0.11416,0.11231,0.11786,0.0018500000000000044,-1.123416216216216,False,2.0,225.0,-0.2246832432432432,0.6702702702702714,-1.1351351351351275,stop,accepted_trade,context_change,transition,transition,no_shock,normal,-1.0370248648648648,-1.123416216216216,Full accepted trade. setup=context_change; session=asia; context=transition/transition/no_shock; stressR=-1.12.
2026-05-15 00:00:00+00:00,2026-05-15 04:30:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,0.11611,0.11486,0.11861000000000001,0.0012500000000000011,-1.185776,False,2.0,270.0,-0.23715519999999998,1.0799999999999912,-1.3840000000000061,stop,accepted_trade,context_change,weak_or_range,range,no_shock,normal,-1.0557328,-1.185776,Full accepted trade. setup=context_change; session=asia; context=weak_or_range/range/no_shock; stressR=-1.19.
