ts,exit_ts,symbol,exchange,tf,predictor,session,direction,entry_price,sl,tp1,risk_price,outcome_2r,hit_2r,planned_rr,duration_min,return_pct,mfe_r,mae_r,exit_reason,review_bucket,setup,trend_strength,consolidation_state,shock_alignment,compression_state,base_net_r,stress_net_r,notes_hint
2026-02-10 09:30:00+00:00,2026-02-10 11:30:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,1.4266,1.435,1.4098000000000002,0.008399999999999963,1.6603333333333319,True,2.0,120.0,0.3320666666666664,2.3928571428571543,-0.11904761904760645,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.8980999999999995,1.6603333333333319,Full accepted trade. setup=context_change; session=london; context=strong_trend/directional/no_shock; stressR=1.66.
2026-02-11 09:30:00+00:00,2026-02-11 11:15:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,1.3592,1.3716,1.3344,0.012399999999999967,-1.2192258064516135,False,2.0,105.0,-0.24384516129032272,0.37903225806451124,-1.5080645161290314,stop,accepted_trade,context_change,strong_trend,directional,no_shock,normal,-1.065767741935484,-1.2192258064516135,Full accepted trade. setup=context_change; session=london; context=strong_trend/directional/no_shock; stressR=-1.22.
2026-02-13 00:15:00+00:00,2026-02-13 13:15:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1.3561,1.3758,1.3167000000000004,0.01969999999999983,-1.1376751269035545,False,2.0,780.0,-0.2275350253807109,0.4517766497462034,-1.0406091370558448,stop,accepted_trade,context_change,weak_or_range,range,no_shock,normal,-1.0413025380710663,-1.1376751269035545,Full accepted trade. setup=context_change; session=asia; context=weak_or_range/range/no_shock; stressR=-1.14.
2026-02-15 04:00:00+00:00,2026-02-15 05:30:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,1.5373,1.5154,1.5811000000000002,0.02190000000000003,1.8596073059360732,True,2.0,90.0,0.37192146118721464,2.0502283105022774,-0.16438356164383755,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.957882191780822,1.8596073059360732,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=1.86.
2026-02-28 06:00:00+00:00,2026-02-28 06:15:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1.3482,1.3574,1.3298000000000003,0.009199999999999875,1.706913043478257,True,2.0,15.0,0.3413826086956514,2.8369565217391703,-0.04347826086956102,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.9120739130434772,1.706913043478257,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=1.71.
2026-02-28 11:30:00+00:00,2026-02-28 13:45:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,1.2949,1.3221,1.2404999999999997,0.027200000000000113,-1.0952132352941173,False,2.0,135.0,-0.21904264705882348,0.17647058823529027,-1.7647058823529354,stop,accepted_trade,context_change,strong_trend,directional,no_shock,expanded,-1.0285639705882352,-1.0952132352941173,Full accepted trade. setup=context_change; session=london; context=strong_trend/directional/no_shock; stressR=-1.10.
2026-03-04 01:00:00+00:00,2026-03-04 01:30:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1.3582,1.369,1.3366000000000002,0.01079999999999992,-1.2515185185185205,False,2.0,30.0,-0.2503037037037041,0.1666666666666701,-1.0370370370370332,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.075455555555556,-1.2515185185185205,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=-1.25.
2026-03-08 16:00:00+00:00,2026-03-08 19:15:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,1.342,1.3523,1.3214000000000001,0.010299999999999976,-1.2605825242718454,False,2.0,195.0,-0.2521165048543691,0.504854368932049,-1.4174757281553378,stop,accepted_trade,context_change,strong_trend,directional,no_shock,normal,-1.0781747572815537,-1.2605825242718454,Full accepted trade. setup=context_change; session=ny; context=strong_trend/directional/no_shock; stressR=-1.26.
2026-03-15 02:00:00+00:00,2026-03-15 22:30:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,1.4143,1.4013,1.4402999999999997,0.0129999999999999,1.782415384615383,True,2.0,1230.0,0.3564830769230766,3.353846153846186,-0.7307692307692242,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.934724615384615,1.782415384615383,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=1.78.
2026-03-16 12:30:00+00:00,2026-03-16 14:45:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,1.4771,1.4658,1.4997000000000003,0.011300000000000088,1.738566371681418,True,2.0,135.0,0.34771327433628363,2.8849557522123637,-0.6017699115044324,target,accepted_trade,context_change,transition,transition,no_shock,normal,1.9215699115044254,1.738566371681418,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=1.74.
2026-03-16 14:45:00+00:00,2026-03-17 02:15:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,1.5088,1.4738,1.5787999999999998,0.03499999999999992,1.913782857142857,True,2.0,690.0,0.3827565714285714,2.002857142857149,-0.5114285714285733,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.9741348571428572,1.913782857142857,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=1.91.
2026-03-27 14:15:00+00:00,2026-03-27 15:00:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,1.3313,1.3382,1.3174999999999997,0.006900000000000128,-1.3858840579710072,False,2.0,45.0,-0.2771768115942015,0.5797101449275259,-1.1014492753623057,stop,accepted_trade,context_change,strong_trend,directional,no_shock,normal,-1.1157652173913022,-1.3858840579710072,Full accepted trade. setup=context_change; session=ny; context=strong_trend/directional/no_shock; stressR=-1.39.
2026-04-04 10:00:00+00:00,2026-04-04 19:00:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,1.3105,1.3178,1.2958999999999998,0.007300000000000084,-1.359041095890407,False,2.0,540.0,-0.2718082191780814,0.6712328767123079,-1.3972602739725848,stop,accepted_trade,context_change,trend,directional,no_shock,expanded,-1.107712328767122,-1.359041095890407,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=-1.36.
2026-04-10 14:30:00+00:00,2026-04-11 14:30:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,1.3528,1.3368,1.3848,0.016000000000000014,-0.16909999999999983,False,2.0,1440.0,-0.03381999999999997,0.7937499999999952,-0.8500000000000028,expiry,accepted_trade,context_change,transition,transition,no_shock,normal,-0.05072999999999995,-0.16909999999999983,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=-0.17.
2026-04-14 08:15:00+00:00,2026-04-14 13:45:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,long,1.3691,1.3598,1.3877000000000002,0.009300000000000086,1.705569892473121,True,2.0,330.0,0.3411139784946242,2.6021505376343845,-0.5161290322580506,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.9116709677419363,1.705569892473121,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=1.71.
2026-04-16 00:30:00+00:00,2026-04-16 09:15:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,1.3962,1.3849,1.4188000000000003,0.011300000000000088,1.7528849557522141,True,2.0,525.0,0.35057699115044283,2.345132743362811,-0.5752212389380639,target,accepted_trade,context_change,transition,transition,no_shock,normal,1.9258654867256644,1.7528849557522141,Full accepted trade. setup=context_change; session=asia; context=transition/transition/no_shock; stressR=1.75.
2026-04-16 13:00:00+00:00,2026-04-16 13:45:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,1.4204,1.4082,1.4448000000000005,0.01220000000000021,-1.2328524590163894,False,2.0,45.0,-0.24657049180327786,1.0901639344261997,-1.8196721311475093,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0698557377049167,-1.2328524590163894,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-1.23.
2026-04-21 08:00:00+00:00,2026-04-21 12:30:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,long,1.4373,1.4274,1.4571,0.00990000000000002,-1.2903636363636357,False,2.0,270.0,-0.2580727272727271,1.161616161616166,-1.1818181818181839,stop,accepted_trade,context_change,strong_trend,directional,no_shock,normal,-1.0871090909090908,-1.2903636363636357,Full accepted trade. setup=context_change; session=london; context=strong_trend/directional/no_shock; stressR=-1.29.
2026-04-24 16:00:00+00:00,2026-04-25 12:00:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,1.4426,1.4278,1.4722000000000004,0.014800000000000146,-1.194945945945944,False,2.0,1200.0,-0.2389891891891888,0.047297297297291624,-1.006756756756756,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0584837837837833,-1.194945945945944,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-1.19.
2026-04-30 13:15:00+00:00,2026-05-01 03:15:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,1.3665,1.3753,1.3489000000000002,0.008799999999999919,-1.3105681818181847,False,2.0,840.0,-0.26211363636363694,0.5113636363636352,-1.5227272727272705,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0931704545454555,-1.3105681818181847,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-1.31.
2026-05-18 15:00:00+00:00,2026-05-18 19:45:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,1.375,1.3878,1.3494000000000002,0.012799999999999923,-1.2148437500000013,False,2.0,285.0,-0.24296875000000026,0.9296875000000073,-1.1953125000000144,stop,accepted_trade,context_change,transition,transition,no_shock,normal,-1.0644531250000004,-1.2148437500000013,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=-1.21.
2026-05-19 14:30:00+00:00,2026-05-20 01:15:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,1.3675,1.3764,1.3496999999999997,0.00890000000000013,1.6926966292134877,True,2.0,645.0,0.3385393258426976,2.179775280898829,-0.7191011235954907,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.9078089887640464,1.6926966292134877,Full accepted trade. setup=context_change; session=ny; context=strong_trend/directional/no_shock; stressR=1.69.
2026-05-27 14:00:00+00:00,2026-05-27 15:00:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,1.3208,1.3335,1.2954,0.012699999999999934,-1.208000000000001,False,2.0,60.0,-0.24160000000000023,0.21259842519684558,-1.1496062992126002,stop,accepted_trade,context_change,transition,transition,no_shock,normal,-1.0624000000000002,-1.208000000000001,Full accepted trade. setup=context_change; session=ny; context=transition/transition/no_shock; stressR=-1.21.
2026-06-02 11:00:00+00:00,2026-06-02 14:15:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,1.2635,1.2715,1.2475,0.008000000000000007,1.6841250000000003,True,2.0,195.0,0.33682500000000004,4.625000000000014,-0.6374999999999847,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.9052375000000001,1.6841250000000003,Full accepted trade. setup=context_change; session=london; context=strong_trend/directional/no_shock; stressR=1.68.
2026-06-03 01:30:00+00:00,2026-06-03 03:45:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1.2196,1.23,1.1926,0.010399999999999965,2.3616153846153844,True,2.5961538461538467,135.0,0.47232307692307685,2.9807692307692326,-0.6730769230769152,target,accepted_trade,context_change,trend,directional,no_shock,normal,2.525792307692308,2.3616153846153844,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=2.36.
2026-06-04 15:45:00+00:00,2026-06-04 18:30:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,1.1681,1.1821,1.1401,0.014000000000000012,-1.1668714285714283,False,2.0,165.0,-0.2333742857142857,0.6714285714285603,-1.0142857142857127,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0500614285714285,-1.1668714285714283,Full accepted trade. setup=context_change; session=ny; context=trend/directional/no_shock; stressR=-1.17.
2026-06-05 08:00:00+00:00,2026-06-05 16:00:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,1.128,1.1485,1.0869999999999995,0.020500000000000185,1.8899512195121961,True,2.0,480.0,0.37799024390243924,2.170731707317053,-0.8585365853658489,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.966985365853659,1.8899512195121961,Full accepted trade. setup=context_change; session=london; context=trend/directional/no_shock; stressR=1.89.
2026-06-06 01:30:00+00:00,2026-06-06 03:30:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1.1034,1.1136,1.083,0.010199999999999987,1.7836470588235291,True,2.0,120.0,0.35672941176470585,2.0098039215686265,-0.3137254901960878,target,accepted_trade,context_change,transition,transition,no_shock,normal,1.9350941176470586,1.7836470588235291,Full accepted trade. setup=context_change; session=asia; context=transition/transition/no_shock; stressR=1.78.
2026-06-06 06:45:00+00:00,2026-06-06 07:00:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1.0821,1.0908,1.049,0.00869999999999993,-1.2487586206896573,False,3.8045977011494707,15.0,-0.24975172413793145,0.13793103448277005,-1.4022988505747227,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0746275862068972,-1.2487586206896573,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=-1.25.
2026-06-23 02:00:00+00:00,2026-06-23 06:00:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,1.1262,1.1333,1.1120000000000003,0.007099999999999884,1.6827605633802765,True,2.0,240.0,0.3365521126760553,2.098591549295828,-0.5352112676056149,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.904828169014083,1.6827605633802765,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=1.68.
2026-06-23 16:15:00+00:00,2026-06-23 22:00:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,1.097,1.1078,1.0754000000000001,0.01079999999999992,-1.2031481481481496,False,2.0,345.0,-0.24062962962962992,0.1759259259259284,-1.1851851851851867,stop,accepted_trade,context_change,weak_or_range,range,no_shock,normal,-1.060944444444445,-1.2031481481481496,Full accepted trade. setup=context_change; session=ny; context=weak_or_range/range/no_shock; stressR=-1.20.
2026-07-04 10:45:00+00:00,2026-07-04 12:30:00+00:00,XRPUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,long,1.1409,1.1343,1.1541,0.006599999999999939,1.654272727272724,True,2.0,105.0,0.3308545454545448,2.015151515151514,-0.5151515151515305,target,accepted_trade,context_change,weak_or_range,range,no_shock,normal,1.8962818181818173,1.654272727272724,Full accepted trade. setup=context_change; session=london; context=weak_or_range/range/no_shock; stressR=1.65.
