ts,open,high,low,close,volume
2026-03-01 23:00:00+00:00,96.078,96.539,91.845,95.756,21373.0
2026-03-02 00:00:00+00:00,95.755,95.787,94.124,94.211,19374.0
2026-03-02 01:00:00+00:00,94.21,94.711,92.014,92.249,28472.0
2026-03-02 02:00:00+00:00,92.25,94.098,92.204,93.987,21025.0
2026-03-02 03:00:00+00:00,93.989,94.606,93.768,94.355,14183.0
2026-03-02 04:00:00+00:00,94.357,94.455,93.316,93.779,11656.0
2026-03-02 05:00:00+00:00,93.778,94.407,93.436,94.127,14369.0
2026-03-02 06:00:00+00:00,94.128,95.348,94.047,94.961,16701.0
2026-03-02 07:00:00+00:00,94.959,96.105,94.869,96.098,16614.0
2026-03-02 08:00:00+00:00,96.099,96.17,95.375,95.505,17629.0
2026-03-02 09:00:00+00:00,95.508,95.79,95.035,95.351,14727.0
2026-03-02 10:00:00+00:00,95.36,95.663,95.127,95.272,13493.0
2026-03-02 11:00:00+00:00,95.275,95.446,94.344,94.621,14131.0
2026-03-02 12:00:00+00:00,94.62,95.287,94.285,95.093,16038.0
2026-03-02 13:00:00+00:00,95.093,95.119,93.018,93.88,27252.0
2026-03-02 14:00:00+00:00,93.883,93.892,88.284,89.98,34155.0
2026-03-02 15:00:00+00:00,89.948,90.898,88.43,88.698,34169.0
2026-03-02 16:00:00+00:00,88.661,88.661,86.508,87.051,34412.0
2026-03-02 17:00:00+00:00,87.06,88.211,86.865,87.943,30641.0
2026-03-02 18:00:00+00:00,87.95,88.924,87.489,88.803,29119.0
2026-03-02 19:00:00+00:00,88.799,89.756,88.754,89.352,21875.0
2026-03-02 20:00:00+00:00,89.347,90.789,89.21,89.989,27831.0
2026-03-02 21:00:00+00:00,90.011,90.137,89.009,89.292,8188.0
2026-03-02 23:00:00+00:00,89.372,90.261,89.291,90.05,8308.0
2026-03-03 00:00:00+00:00,90.058,91.332,89.758,90.573,10870.0
2026-03-03 01:00:00+00:00,90.572,91.272,88.371,88.656,23721.0
2026-03-03 02:00:00+00:00,88.674,90.233,88.185,90.1,20460.0
2026-03-03 03:00:00+00:00,90.099,90.285,89.722,90.191,12013.0
2026-03-03 04:00:00+00:00,90.196,90.284,89.534,89.701,10163.0
2026-03-03 05:00:00+00:00,89.685,90.127,86.137,86.927,21342.0
2026-03-03 06:00:00+00:00,86.962,87.452,82.974,85.208,23310.0
2026-03-03 07:00:00+00:00,85.177,87.432,84.861,87.127,16683.0
2026-03-03 08:00:00+00:00,87.128,87.706,84.887,85.006,21777.0
2026-03-03 09:00:00+00:00,85.004,85.491,83.012,84.339,26858.0
2026-03-03 10:00:00+00:00,84.339,84.719,81.627,81.997,23609.0
2026-03-03 11:00:00+00:00,81.987,82.571,77.931,81.165,31420.0
2026-03-03 12:00:00+00:00,81.178,83.468,80.857,83.236,24324.0
2026-03-03 13:00:00+00:00,83.225,83.237,81.359,82.23,27670.0
2026-03-03 14:00:00+00:00,82.202,82.899,79.137,79.507,31717.0
2026-03-03 15:00:00+00:00,79.519,82.629,79.458,82.553,35370.0
2026-03-03 16:00:00+00:00,82.548,83.743,82.132,82.547,32717.0
2026-03-03 17:00:00+00:00,82.56,83.123,81.621,82.165,31077.0
2026-03-03 18:00:00+00:00,82.164,84.048,82.133,83.522,30270.0
2026-03-03 19:00:00+00:00,83.523,83.831,82.242,83.024,30236.0
2026-03-03 20:00:00+00:00,83.07,83.511,82.009,82.459,25272.0
2026-03-03 21:00:00+00:00,82.433,82.71,81.892,82.022,10113.0
2026-03-03 23:00:00+00:00,82.077,83.126,81.422,82.98,10766.0
2026-03-04 00:00:00+00:00,82.977,83.335,81.869,83.225,15421.0
2026-03-04 01:00:00+00:00,83.226,84.425,82.262,84.366,25575.0
2026-03-04 02:00:00+00:00,84.36,85.496,84.001,84.057,23559.0
2026-03-04 03:00:00+00:00,84.058,85.023,83.337,84.93,19699.0
2026-03-04 04:00:00+00:00,84.949,85.428,84.448,84.668,15361.0
2026-03-04 05:00:00+00:00,84.666,85.045,84.233,84.569,20376.0
2026-03-04 06:00:00+00:00,84.57,84.927,83.751,84.894,21646.0
2026-03-04 07:00:00+00:00,84.898,85.233,84.753,84.826,14523.0
2026-03-04 08:00:00+00:00,84.824,85.808,84.389,85.317,17922.0
2026-03-04 09:00:00+00:00,85.301,86.288,85.083,86.209,16342.0
