symbol,setup,stop_tf,entry_ts,direction,session_utc,entry,sl,tp,stop_pct,target_pct,planned_rr,gross_r,base_cost_r,stress_cost_r,base_net_r,stress_net_r,mfe_r,mae_r,bars_to_exit,exit_kind,trend_strength,consolidation_state,shock_alignment,compression_state,pre_range_atr_16,adx_14,plus_di_14,minus_di_14,dmi_alignment,vwap_alignment,ema_alignment,vwap_trend_overridden,vwap_price,ema21_price,ema21_slope
BTCUSDT,context_change,15,2026-04-22 02:00:00+00:00,long,asia,76696.3,76170.0,77748.90000000001,0.6862130246178797,1.3724260492357594,2.0,2.0,0.0507078492659791,0.15212354779793727,1.9492921507340208,1.8478764522020628,3.3273798213946177,-0.0,13,target,trend,directional,no_shock,expanded,5.805562158307638,39.84929596359585,36.80600359944334,8.682807565621927,aligned,aligned,aligned,False,76384.33325261329,76052.32305172848,180.12366668923642
BTCUSDT,context_change,15,2026-04-30 05:00:00+00:00,short,asia,75574.2,75950.0,74822.59999999999,0.49725964681068796,0.9945192936213759,2.0,-1.0,0.05553353405061581,0.16660060215184744,-1.0555335340506158,-1.1666006021518474,0.8001596593932804,-1.2602448110697237,10,stop,trend,directional,no_shock,normal,4.924467566249357,28.134488705968703,9.715493415704293,40.21459925215384,aligned,aligned,aligned,False,75886.31052010562,75778.836402989,-138.85686038882704
BTCUSDT,context_change,15,2026-05-06 03:30:00+00:00,long,asia,81499.9,81000.0,82499.69999999998,0.6133749857361717,1.2267499714723433,2.0,2.0,0.04595956434014613,0.13787869302043837,1.954040435659854,1.8621213069795617,2.658131626325302,-0.9887977595518986,31,target,trend,directional,no_shock,normal,4.474270111321199,26.831291516805088,37.516128064332506,14.603774717196691,aligned,aligned,aligned,False,81204.26786158903,81259.80880394386,86.155656104238
BTCUSDT,context_change,15,2026-05-06 06:15:00+00:00,long,asia,81331.1,81005.6,81982.1,0.4002159075679537,0.8004318151359074,2.0,2.0,0.05972286167331323,0.17916858501993965,1.9402771383266868,1.8208314149800604,2.113978494623629,-0.18924731182797488,13,target,transition,transition,no_shock,normal,4.023995826812782,22.92739991912386,25.80955820392511,20.199831467437058,aligned,flat,opposed,False,81236.35153923971,81282.24105212213,-25.971813731099246
BTCUSDT,context_change,15,2026-05-28 00:00:00+00:00,short,asia,74409.6,75391.0,72446.80000000002,1.3189158388164888,2.6378316776329775,2.0,0.0,0.02292695668810076,0.06878087006430228,-0.02292695668810076,-0.06878087006430228,1.8887303851640684,-0.15865090686773795,96,expiry,trend,directional,no_shock,normal,4.8194246072230404,34.735018060940924,7.4416299880492085,36.46777625557502,aligned,flat,aligned,False,74453.36666666667,74665.78736020671,-176.52699527978257
BTCUSDT,context_change,15,2026-06-02 04:45:00+00:00,short,asia,70782.3,71022.4,70302.10000000002,0.3392090960593132,0.6784181921186264,2.0,2.0,0.10591741556519774,0.3177522466955932,1.8940825844348024,1.6822477533044067,2.3327780091629577,-0.16034985422741108,4,target,strong_trend,directional,no_shock,normal,4.342228387369824,49.91579061045193,9.524369313238985,32.61702677920666,aligned,flat,aligned,False,70738.61522657792,70953.2197858447,-47.85287845607672
BTCUSDT,context_change,15,2026-06-05 02:00:00+00:00,short,asia,63145.0,63547.5,62340.0,0.6374218069522528,1.2748436139045056,2.0,2.0,0.07960156124126071,0.23880468372378214,1.9203984387587394,1.761195316276218,2.099378881987578,-0.24422360248447927,4,target,weak_or_range,range,no_shock,normal,3.112869794610882,12.460111739446557,21.770774448840985,23.31590352364797,aligned,aligned,aligned,False,63438.82519497786,63483.1211058723,-108.49051634610805
BTCUSDT,context_change,15,2026-06-06 01:30:00+00:00,short,asia,61025.0,61500.0,60075.0,0.7783695206882425,1.556739041376485,2.0,2.0,0.08900457552553966,0.267013726576619,1.9109954244744602,1.732986273423381,2.049894736842099,-0.29368421052631577,10,target,trend,directional,no_shock,normal,3.8165690253622517,31.905323103446484,16.737984610016355,30.956272612073178,aligned,flat,opposed,False,61232.087017545826,61153.3668055663,2.9470915337078623
BTCUSDT,context_change,15,2026-06-15 04:00:00+00:00,long,asia,65692.8,65383.6,66311.20000000001,0.4706756295971619,0.9413512591943238,2.0,2.0,0.07281861727678804,0.21845585183036406,1.927181382723212,1.781544148169636,2.1131953428201324,-0.7238033635187573,29,target,transition,transition,no_shock,normal,3.23514474352464,24.56987823608057,26.707296427966984,19.83409514135811,aligned,flat,aligned,False,65654.6434442372,65506.14469350305,164.81672116943082
BTCUSDT,context_change,15,2026-06-25 02:30:00+00:00,short,asia,60732.8,60960.5,60277.40000000001,0.3749209652774071,0.7498419305548142,2.0,-1.0,0.09538049140822022,0.28614147422466063,-1.0953804914082201,-1.2861414742246606,0.3724198506807378,-2.8818620992534276,9,stop,transition,range_to_trend_transition,no_shock,normal,2.70903064773516,24.259872951575115,15.557101354392303,16.94832030770462,aligned,aligned,opposed,False,60844.82628509213,60798.04853098814,8.711189346417086
