window_start,window_end,trades,base_avg_r,base_pf,stress_avg_r,stress_pf,base_return_r,stress_return_r,median_stop_pct
2026-01-19 00:00:00+00:00,2026-02-18 00:00:00+00:00,19,0.7280666025786431,2.8879839769486457,0.5979336078710515,2.4234711259045474,13.833265448994219,11.36073854954998,1.4245755545436822
2026-01-26 00:00:00+00:00,2026-02-25 00:00:00+00:00,16,0.5083731774888235,2.099711491560524,0.4001195324664706,1.7817337965943965,8.133970839821176,6.401912519463529,1.4380936310412193
2026-02-02 00:00:00+00:00,2026-03-04 00:00:00+00:00,20,0.497823319970656,2.0489477909662495,0.39346995991196787,1.7512135305105814,9.95646639941312,7.869399198239357,1.3521153605757106
2026-02-09 00:00:00+00:00,2026-03-11 00:00:00+00:00,23,0.5345755022387421,2.136105173023217,0.3863352023683999,1.7127493214757354,12.295236551491067,8.885709654473198,0.6823913365969347
2026-02-16 00:00:00+00:00,2026-03-18 00:00:00+00:00,23,0.384542828977219,1.715843825579808,0.1971067478012221,1.3009066945617107,8.844485066476036,4.533455199428108,0.6261386777895254
2026-02-23 00:00:00+00:00,2026-03-25 00:00:00+00:00,30,0.14187451210046767,1.2251484634921732,-0.041043130365263594,0.9457875528139297,4.25623536301403,-1.2312939109579077,0.6290413570006941
2026-03-02 00:00:00+00:00,2026-04-01 00:00:00+00:00,27,0.04290733431398506,1.064045286407061,-0.16757429335434104,0.7967993331726821,1.1584980264775966,-4.524505920567208,0.5846018089565286
2026-03-09 00:00:00+00:00,2026-04-08 00:00:00+00:00,23,-0.1507695933688007,0.7979894290787248,-0.3653522583672716,0.609118228673251,-3.467700647482416,-8.403101942447247,0.6261386777895254
2026-03-16 00:00:00+00:00,2026-04-15 00:00:00+00:00,20,-0.4664832682046045,0.45498086312398056,-0.6994498046138137,0.3449051267303615,-9.32966536409209,-13.988996092276274,0.6036018528602212
2026-03-23 00:00:00+00:00,2026-04-22 00:00:00+00:00,26,-0.3041346044315691,0.6312403658000155,-0.5277884286793225,0.4788367653795221,-7.907499715220796,-13.722499145662386,0.4189955740853788
2026-03-30 00:00:00+00:00,2026-04-29 00:00:00+00:00,21,0.044571620167007824,1.064056110331095,-0.15199942521326223,0.8210443674361485,0.9360040235071643,-3.191987929478507,0.3768696266635181
2026-04-06 00:00:00+00:00,2026-05-06 00:00:00+00:00,21,0.19735546546315072,1.311817255979936,0.020637824960880714,1.027302187974052,4.144464774726165,0.433394324178495,0.4109737752206041
2026-04-13 00:00:00+00:00,2026-05-13 00:00:00+00:00,30,0.2394856994339456,1.3987632266160126,0.05179043163517013,1.0704586804398728,7.184570983018368,1.5537129490551038,0.4060084628551933
2026-04-20 00:00:00+00:00,2026-05-20 00:00:00+00:00,28,0.8808367677108174,3.3980682871560868,0.7139388745610237,2.5551657622953643,24.66342949590289,19.990288487708664,0.5029951818360662
2026-04-27 00:00:00+00:00,2026-05-27 00:00:00+00:00,24,0.7032977690266177,2.6496614482060097,0.52655997374652,1.9954144905622924,16.879146456638825,12.63743936991648,0.5029951818360662
2026-05-04 00:00:00+00:00,2026-06-03 00:00:00+00:00,28,0.9148526391461628,3.7781256746593517,0.7445579174384885,2.7877032123687155,25.61587389609256,20.84762168827768,0.4629642690808551
2026-05-11 00:00:00+00:00,2026-06-10 00:00:00+00:00,44,1.4293522341897307,8.094780975529671,1.2680848545329921,6.267017655072714,62.89149830434815,55.79573359945166,0.8381226979752794
2026-05-18 00:00:00+00:00,2026-06-17 00:00:00+00:00,39,1.3664586754006824,7.0689397332446,1.205048813033001,5.543721992863607,53.29188834062661,46.99690370828704,0.9014915587608687
2026-05-25 00:00:00+00:00,2026-06-24 00:00:00+00:00,41,1.3219157828712438,6.594335721485741,1.1638263409651273,5.312675345916798,54.198547097721,47.716879979570216,0.8645955451348233
2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,43,1.0458743231878629,3.976772078781106,0.8767573218413937,3.1762647363195793,44.9725958970781,37.700564839179926,0.8235067931299646
2026-06-08 00:00:00+00:00,2026-07-08 00:00:00+00:00,20,-0.02268090511419696,0.9674346173963677,-0.18496579226567061,0.7656936409685586,-0.4536181022839392,-3.699315845313412,0.48139723224610376
