window_start,window_end,trades,base_avg_r,base_pf,stress_avg_r,stress_pf,base_return_r,stress_return_r,median_stop_pct
2025-07-20 00:00:00+00:00,2025-08-19 00:00:00+00:00,21,0.28061540157183124,1.4477434117778518,0.07996624254103621,1.1084522265852346,5.8929234330084554,1.6792910933617604,0.6272989755962496
2025-07-27 00:00:00+00:00,2025-08-26 00:00:00+00:00,21,0.17737207192457086,1.279080251524999,-0.03928755592455463,0.9485644465020602,3.724813510415988,-0.8250386744156473,0.38971622072378365
2025-08-03 00:00:00+00:00,2025-09-02 00:00:00+00:00,17,0.3109776577428762,1.534774064029666,0.10943419642488694,1.1595917993272948,5.286620181628896,1.8603813392230781,0.38971622072378365
2025-08-10 00:00:00+00:00,2025-09-09 00:00:00+00:00,15,-0.3545413773352927,0.5154462814345708,-0.5302907986725445,0.3846178050542668,-5.31812066002939,-7.9543619800881675,0.5376343133991082
2025-08-17 00:00:00+00:00,2025-09-16 00:00:00+00:00,14,-0.3092958480908013,0.5666953028175356,-0.49931611570097545,0.41648648766859403,-4.330141873271218,-6.9904256198136565,0.3796125762367636
2025-08-24 00:00:00+00:00,2025-09-23 00:00:00+00:00,10,0.3990623247991988,1.7139753578970025,0.1866606586081207,1.2758027869863087,3.9906232479919876,1.8666065860812069,0.407513755372079
2025-08-31 00:00:00+00:00,2025-09-30 00:00:00+00:00,15,0.3002445984957826,1.502078248568207,0.09371625162769727,1.1288471970659684,4.503668977436739,1.405743774415459,0.3804372736856507
2025-09-07 00:00:00+00:00,2025-10-07 00:00:00+00:00,26,0.515877561311209,1.9771039145755473,0.3128148701684438,1.4733732068372782,13.412816594091433,8.133186624379539,0.44672600247546324
2025-09-14 00:00:00+00:00,2025-10-14 00:00:00+00:00,28,0.651944171838783,2.434645801582495,0.4520731170201079,1.7827134140293275,18.254436811485924,12.658047276563021,0.6254272571455998
2025-09-21 00:00:00+00:00,2025-10-21 00:00:00+00:00,30,0.45710850000535597,1.8926795967050674,0.23448339475290936,1.350224362871485,13.713255000160679,7.0345018425872805,0.7025555450488872
2025-09-28 00:00:00+00:00,2025-10-28 00:00:00+00:00,29,0.19611653072581825,1.3243302771937675,-0.03234006299495908,0.9585150776514823,5.687379391048729,-0.9378618268538135,0.6934295457313283
